Age,Name,Value,Overall,Potential,Dribbling,Finishing,ShortPassing,LongPassing,Composure,Vision,Acceleration,SprintSpeed,International Reputation,BMI
21,R. Kouamé,925000,65,76,66.0,46.0,66.0,62.0,64.0,62.0,71.0,75.0,1.0,21.51024710212685
27,D. Chima Chukwu,625000,65,66,61.0,62.0,57.0,39.0,60.0,43.0,71.0,70.0,1.0,22.732802819236685
24,E. Harrison,650000,65,66,61.0,64.0,59.0,46.0,58.0,52.0,79.0,83.0,1.0,24.270881494421847
29,T. Wendel,425000,65,65,48.0,42.0,65.0,62.0,60.0,55.0,54.0,41.0,1.0,21.74137681608697
22,O. Schnitzler,550000,65,72,10.0,10.0,23.0,20.0,37.0,25.0,40.0,44.0,1.0,24.00093689076267
25,A. Coly,550000,65,67,64.0,48.0,52.0,41.0,53.0,45.0,76.0,84.0,1.0,22.168459344442
22,M. Vera,725000,65,74,55.0,33.0,68.0,63.0,48.0,50.0,70.0,70.0,1.0,23.784833216192744
30,R. De Vita,500000,65,65,65.0,60.0,64.0,57.0,55.0,61.0,69.0,76.0,1.0,23.717173171355185
23,F. Lohkemper,775000,65,72,68.0,59.0,60.0,39.0,56.0,49.0,78.0,86.0,1.0,23.44031900982186
24,M. Ajani,675000,65,68,66.0,54.0,61.0,52.0,62.0,55.0,80.0,88.0,1.0,24.38886373924853
30,M. Lund Nielsen,500000,65,65,54.0,58.0,66.0,65.0,64.0,54.0,62.0,64.0,1.0,22.09108402055338
26,T. Mpati,525000,65,67,64.0,39.0,61.0,54.0,60.0,52.0,75.0,81.0,1.0,22.74643517152081
23,Edu Espiau,750000,65,71,62.0,65.0,59.0,53.0,51.0,53.0,62.0,63.0,1.0,22.953955935386794
26,H. Acosta,525000,65,66,55.0,33.0,56.0,55.0,50.0,32.0,70.0,73.0,1.0,24.10412984091274
30,T. Bu Haymid,400000,65,65,62.0,54.0,63.0,62.0,48.0,65.0,74.0,73.0,1.0,23.474145989856407
24,D. Mikanović,625000,65,71,61.0,41.0,57.0,52.0,57.0,44.0,85.0,86.0,1.0,23.46234586361445
17,R. Massimo,1100000,65,82,70.0,62.0,63.0,52.0,48.0,53.0,85.0,88.0,1.0,21.761164815803955
29,A. Smárason,525000,65,65,62.0,60.0,64.0,61.0,62.0,61.0,62.0,68.0,1.0,22.778627907525948
33,S. Brandy,350000,65,65,62.0,62.0,64.0,56.0,68.0,59.0,65.0,70.0,1.0,23.58574464440679
24,B. Adjei-Boateng,725000,65,71,59.0,58.0,65.0,61.0,58.0,57.0,71.0,77.0,1.0,22.45594865770336
26,F. Milo,550000,65,68,73.0,30.0,48.0,59.0,55.0,42.0,71.0,69.0,1.0,23.00965698077001
34,K. Cissé,160000,65,65,59.0,50.0,64.0,57.0,68.0,65.0,51.0,45.0,1.0,23.99275690357628
27,D. Castillo,450000,65,68,22.0,20.0,45.0,38.0,41.0,38.0,45.0,51.0,1.0,23.99402733288852
22,A. Krešić,750000,65,75,31.0,41.0,43.0,29.0,58.0,32.0,59.0,56.0,1.0,21.149940079416755
20,Escriche,875000,65,75,61.0,69.0,63.0,40.0,49.0,55.0,69.0,68.0,1.0,22.36012293284699
25,E. Ataseven,600000,65,70,66.0,39.0,73.0,65.0,48.0,51.0,63.0,66.0,1.0,21.50233987908856
26,M. Kopczyński,550000,65,68,57.0,48.0,63.0,61.0,60.0,61.0,67.0,71.0,1.0,21.50233987908856
31,Mao Jianqing,475000,65,65,65.0,68.0,62.0,50.0,63.0,66.0,77.0,73.0,1.0,21.761164815803955
26,J. Clarke,525000,65,66,52.0,38.0,61.0,56.0,58.0,44.0,72.0,70.0,1.0,21.28396728367254
25,Pak Kwang Ryong,650000,65,66,59.0,60.0,63.0,52.0,61.0,58.0,68.0,69.0,1.0,23.48347668628339
24,J. Husband,600000,65,70,64.0,46.0,54.0,49.0,56.0,57.0,68.0,69.0,1.0,20.52963289600049
30,A. Al Zori,400000,65,65,57.0,44.0,58.0,45.0,55.0,50.0,70.0,68.0,1.0,21.194724144051523
30,Airam,525000,65,65,54.0,66.0,62.0,56.0,56.0,61.0,63.0,69.0,1.0,23.99402733288852
29,M. Schulze Niehues,375000,65,65,15.0,11.0,19.0,15.0,39.0,36.0,38.0,42.0,1.0,24.108029745764988
17,P. De la Vega,1100000,65,82,68.0,60.0,64.0,53.0,65.0,55.0,80.0,77.0,1.0,22.111268712333345
23,P. Sweeney,575000,65,69,58.0,35.0,59.0,54.0,54.0,54.0,72.0,74.0,1.0,25.2429076286724
28,P. Tuszyński,550000,65,65,65.0,64.0,64.0,51.0,57.0,52.0,69.0,68.0,1.0,23.04766681981956
27,J. Mosquera,550000,65,68,59.0,39.0,63.0,65.0,70.0,61.0,78.0,68.0,1.0,22.19592835476202
21,M. Coppolaro,1100000,65,79,56.0,38.0,58.0,52.0,60.0,51.0,68.0,71.0,1.0,22.578089633318243
21,R. Mmaee,850000,65,74,69.0,62.0,63.0,41.0,65.0,56.0,78.0,74.0,1.0,23.58574464440679
26,S. Inagaki,650000,65,67,65.0,59.0,68.0,67.0,60.0,59.0,72.0,70.0,1.0,23.46234586361445
20,E. Mwepu,925000,65,76,67.0,63.0,66.0,63.0,64.0,59.0,75.0,80.0,1.0,23.04766681981956
25,F. Viteritti,650000,65,67,65.0,63.0,62.0,59.0,66.0,60.0,78.0,72.0,1.0,23.169473307757965
28,A. Dyer,525000,65,65,58.0,62.0,63.0,59.0,61.0,63.0,69.0,71.0,1.0,23.37657736539963
26,M. Mak,575000,65,65,63.0,64.0,61.0,59.0,65.0,61.0,84.0,86.0,1.0,20.083627015864728
29,Bae Il Hwan,525000,65,65,59.0,60.0,63.0,58.0,45.0,60.0,88.0,82.0,1.0,23.00965698077001
22,H. Adelakun,950000,65,77,68.0,56.0,59.0,62.0,49.0,61.0,79.0,82.0,1.0,20.61159677874912
24,M. Devlin,625000,65,70,34.0,23.0,46.0,36.0,52.0,34.0,37.0,34.0,1.0,22.3234495246718
20,J. Serra,1100000,65,78,52.0,63.0,54.0,28.0,49.0,40.0,51.0,62.0,1.0,23.383178071894548
31,G. Faivre,325000,65,65,10.0,13.0,34.0,18.0,51.0,12.0,31.0,40.0,1.0,23.48347668628339
27,K. Ellis,500000,65,66,56.0,50.0,62.0,58.0,61.0,47.0,66.0,67.0,1.0,23.46234586361445
31,L. Janoszka,475000,65,65,61.0,60.0,61.0,62.0,59.0,63.0,70.0,61.0,1.0,23.44031900982186
21,P. Azango,850000,65,74,72.0,62.0,54.0,48.0,48.0,53.0,83.0,82.0,1.0,23.11247226044748
23,M. Kennedy,750000,65,71,67.0,55.0,60.0,53.0,64.0,61.0,86.0,82.0,1.0,21.119365416762527
26,N. Fitzgerald,575000,65,65,64.0,64.0,61.0,56.0,61.0,63.0,84.0,86.0,1.0,22.74643517152081
28,M. Kudo,550000,65,65,56.0,60.0,60.0,46.0,64.0,58.0,76.0,77.0,1.0,23.37657736539963
32,N. Busch Thor,300000,65,65,59.0,46.0,63.0,69.0,64.0,68.0,57.0,53.0,1.0,25.255251846540347
25,M. Harriman,550000,65,67,61.0,43.0,63.0,53.0,55.0,50.0,83.0,78.0,1.0,26.30851954591282
24,L. Görtler,750000,65,71,60.0,61.0,67.0,45.0,60.0,58.0,69.0,69.0,1.0,23.88491485798803
35,D. Ovono,130000,65,65,14.0,12.0,27.0,24.0,60.0,37.0,53.0,48.0,1.0,25.07770597757087
19,L. Pellegrini,1000000,65,79,64.0,30.0,56.0,40.0,54.0,36.0,75.0,72.0,1.0,22.8071884715198
26,K. Larsen,625000,65,66,70.0,61.0,61.0,41.0,67.0,55.0,76.0,69.0,1.0,22.09108402055338
33,A. Kruiswijk,210000,65,65,53.0,25.0,66.0,60.0,72.0,35.0,40.0,40.0,1.0,21.814169307378904
31,A. Jaakkola,325000,65,65,11.0,12.0,49.0,45.0,37.0,55.0,58.0,59.0,1.0,23.624795296518027
18,T. Chong,1100000,65,85,68.0,61.0,62.0,58.0,60.0,65.0,78.0,77.0,1.0,20.89535552147065
30,P. Alvarenga,525000,65,65,54.0,70.0,56.0,41.0,45.0,58.0,57.0,54.0,1.0,21.49337632008597
36,M. Pascali,70000,65,65,44.0,44.0,58.0,55.0,51.0,43.0,37.0,34.0,1.0,23.48347668628339
35,L. Dyer,240000,65,65,65.0,51.0,65.0,63.0,61.0,50.0,83.0,83.0,1.0,23.43648628395567
29,P. Delecroix,425000,65,66,10.0,8.0,48.0,36.0,36.0,47.0,29.0,26.0,1.0,22.168459344442
26,E. Hooi,575000,65,65,68.0,53.0,61.0,51.0,58.0,55.0,93.0,90.0,1.0,20.98864817916573
26,J. Riley,525000,65,66,62.0,49.0,59.0,58.0,54.0,55.0,76.0,78.0,1.0,21.28396728367254
26,J. López,575000,65,65,67.0,60.0,65.0,60.0,61.0,63.0,72.0,64.0,1.0,21.12301338897292
27,C. Stokes,500000,65,66,53.0,22.0,54.0,50.0,59.0,51.0,44.0,50.0,1.0,24.14674705496963
25,J. Campbell,600000,65,69,23.0,22.0,66.0,58.0,49.0,33.0,54.0,42.0,1.0,23.99275690357628
25,D. Mungo,650000,65,67,64.0,65.0,72.0,64.0,59.0,54.0,65.0,67.0,1.0,22.12814866471266
29,G. Marinelli,425000,65,66,14.0,15.0,17.0,18.0,38.0,31.0,30.0,39.0,1.0,24.270881494421847
25,G. Wegkamp,725000,65,70,60.0,62.0,61.0,38.0,62.0,54.0,62.0,66.0,1.0,22.52409460656662
21,A. Gersbach,750000,65,75,59.0,34.0,60.0,50.0,60.0,54.0,82.0,80.0,1.0,21.822045108259765
19,You Ju An,775000,65,73,62.0,65.0,66.0,62.0,64.0,65.0,72.0,73.0,1.0,22.421021220569155
37,M. Tacalfred,70000,65,65,51.0,21.0,66.0,60.0,64.0,44.0,35.0,34.0,1.0,25.38228817422923
24,I. Durmuş,700000,65,69,65.0,64.0,63.0,56.0,62.0,65.0,80.0,75.0,1.0,22.45594865770336
21,J. Méndez,0,65,74,58.0,56.0,69.0,67.0,57.0,55.0,70.0,71.0,1.0,22.111268712333345
34,A. Otero,220000,65,65,19.0,16.0,25.0,20.0,37.0,28.0,49.0,45.0,1.0,21.761164815803955
20,Kim Jin Ya,975000,65,77,67.0,55.0,56.0,53.0,57.0,61.0,81.0,80.0,1.0,19.928611285794
29,D. Christensen,400000,65,65,56.0,51.0,64.0,56.0,77.0,52.0,70.0,69.0,1.0,25.54878762285296
27,N. DeLeon,450000,65,65,68.0,52.0,61.0,59.0,63.0,52.0,75.0,66.0,1.0,24.388824287852653
26,L. Grozurek,625000,65,66,65.0,63.0,60.0,51.0,59.0,55.0,74.0,78.0,1.0,23.48347668628339
33,L. Narváez,220000,65,65,21.0,52.0,69.0,71.0,66.0,44.0,43.0,46.0,1.0,25.97046010418552
31,R. McArdle,375000,65,65,27.0,12.0,53.0,38.0,58.0,46.0,44.0,48.0,1.0,21.23750042184076
20,J. Pérez,1200000,65,81,69.0,58.0,65.0,52.0,58.0,64.0,69.0,66.0,1.0,23.4793368995022
21,Loureiro,675000,65,73,63.0,33.0,59.0,31.0,50.0,37.0,63.0,62.0,1.0,23.44031900982186
20,Javi Hernández,1100000,65,79,60.0,24.0,62.0,46.0,52.0,40.0,72.0,71.0,1.0,21.55300619596615
27,K. Appiah,575000,65,65,58.0,64.0,53.0,43.0,66.0,45.0,87.0,84.0,1.0,24.54773565595517
26,R. Kirilov,0,65,66,71.0,53.0,65.0,59.0,53.0,51.0,79.0,79.0,1.0,20.677960952829395
22,H. Matynia,650000,65,72,53.0,45.0,58.0,37.0,54.0,45.0,79.0,79.0,1.0,21.50233987908856
26,Fran Gámez,525000,65,66,60.0,46.0,63.0,57.0,54.0,50.0,73.0,75.0,1.0,23.169473307757965
26,O. Ademi,650000,65,66,58.0,61.0,57.0,41.0,58.0,50.0,63.0,67.0,1.0,23.99275690357628
32,J. Bjørdal,300000,65,65,40.0,32.0,60.0,61.0,69.0,57.0,60.0,55.0,1.0,23.22883657763694
34,A. Stolz,220000,65,65,14.0,15.0,23.0,38.0,50.0,25.0,44.0,46.0,1.0,25.15278406518787
28,Borja García,500000,65,67,34.0,19.0,61.0,61.0,58.0,37.0,55.0,62.0,1.0,22.732802819236685
22,N. Sonko Sundberg,650000,65,72,43.0,41.0,53.0,57.0,53.0,44.0,66.0,73.0,1.0,23.73811679492984
30,T. Božić,400000,65,65,44.0,27.0,46.0,42.0,47.0,34.0,68.0,66.0,1.0,23.04766681981956
23,Guridi,775000,65,73,67.0,63.0,72.0,68.0,58.0,62.0,54.0,62.0,1.0,20.24493844906057
21,Fabio González,700000,65,73,59.0,57.0,70.0,65.0,58.0,59.0,65.0,60.0,1.0,21.119365416762527
31,W. Thomas,475000,65,65,59.0,64.0,55.0,42.0,57.0,44.0,73.0,79.0,1.0,23.44031900982186
22,M. Costly,750000,65,72,66.0,54.0,63.0,51.0,54.0,60.0,81.0,82.0,1.0,22.36012293284699
24,T. Knoflach,550000,65,71,17.0,20.0,29.0,19.0,23.0,13.0,46.0,48.0,1.0,24.542327443672967
21,Z. Vyner,650000,65,72,56.0,29.0,55.0,52.0,54.0,50.0,73.0,67.0,1.0,19.23947487550928
23,B. Atik,750000,65,72,68.0,55.0,66.0,50.0,59.0,61.0,76.0,67.0,1.0,24.88949890983304
22,L. Goujon,825000,65,74,65.0,41.0,67.0,67.0,66.0,59.0,61.0,61.0,1.0,20.917869982518194
23,M. Ferrier,725000,65,70,66.0,62.0,52.0,40.0,63.0,54.0,86.0,86.0,1.0,22.36012293284699
28,H. Salinas,550000,65,65,59.0,59.0,62.0,59.0,48.0,60.0,81.0,83.0,1.0,25.51087336250572
32,K. Nakamachi,300000,65,65,44.0,42.0,68.0,61.0,72.0,54.0,58.0,51.0,1.0,24.04809097532744
20,L. Haquin,0,65,72,26.0,21.0,50.0,47.0,42.0,30.0,57.0,59.0,1.0,23.44031900982186
33,L. Legge,220000,65,65,31.0,27.0,41.0,46.0,60.0,49.0,53.0,40.0,1.0,21.42339391661521
25,K. Harris,675000,65,68,71.0,54.0,63.0,52.0,49.0,48.0,86.0,78.0,1.0,22.12814866471266
28,S. Avellaneda,450000,65,67,19.0,15.0,25.0,17.0,36.0,21.0,43.0,47.0,1.0,25.0804052682602
24,F. Ávila,725000,65,71,70.0,32.0,70.0,65.0,56.0,65.0,73.0,83.0,1.0,22.111268712333345
30,M. Almebäck,400000,65,65,34.0,21.0,44.0,50.0,52.0,38.0,72.0,75.0,1.0,24.811366355966584
23,J. Günther-Schmidt,775000,65,72,64.0,63.0,57.0,38.0,56.0,51.0,68.0,72.0,1.0,24.27328853137936
22,B. Rivero,750000,65,75,56.0,36.0,67.0,59.0,60.0,65.0,65.0,63.0,1.0,25.51087336250572
22,L. Argudo,750000,65,72,65.0,55.0,67.0,54.0,65.0,62.0,71.0,75.0,1.0,22.12814866471266
29,J. Leutwiler,375000,65,65,13.0,16.0,41.0,44.0,53.0,47.0,44.0,48.0,1.0,21.42339391661521
27,J. Ortiz,575000,65,65,58.0,51.0,65.0,63.0,47.0,52.0,90.0,86.0,1.0,25.20018613616938
20,E. Demirović,1200000,65,79,59.0,68.0,49.0,31.0,60.0,37.0,66.0,59.0,1.0,22.778627907525948
23,H. Petryk,650000,65,72,67.0,35.0,61.0,32.0,60.0,45.0,72.0,69.0,1.0,23.8547835567004
27,S. O'Keefe,550000,65,65,61.0,55.0,66.0,62.0,57.0,62.0,63.0,58.0,1.0,21.45829931578201
25,Woo Ju Sung,550000,65,68,57.0,42.0,62.0,52.0,59.0,47.0,63.0,63.0,1.0,22.36012293284699
23,A. Čermák,750000,65,72,70.0,49.0,71.0,68.0,50.0,70.0,60.0,65.0,1.0,23.00965698077001
29,E. Schreiner,400000,65,65,62.0,48.0,63.0,53.0,57.0,54.0,69.0,72.0,1.0,22.732802819236685
19,A. Ba,1000000,65,78,65.0,46.0,67.0,63.0,47.0,61.0,66.0,67.0,1.0,22.09108402055338
22,U. Moses Ekpai,800000,65,73,66.0,65.0,59.0,53.0,46.0,58.0,75.0,76.0,1.0,24.340963531183927
30,L. Daniels,350000,65,65,11.0,12.0,38.0,31.0,44.0,37.0,61.0,52.0,1.0,23.471380598107235
26,R. Laursen,550000,65,68,58.0,31.0,61.0,55.0,56.0,42.0,84.0,84.0,1.0,23.58574464440679
22,J. Cullen,850000,65,75,67.0,44.0,68.0,64.0,66.0,66.0,73.0,67.0,1.0,22.74643517152081
22,N. Kijewski,675000,65,73,66.0,30.0,61.0,67.0,55.0,50.0,73.0,74.0,1.0,24.04809097532744
20,B. Passi,825000,65,76,59.0,36.0,68.0,63.0,56.0,45.0,52.0,63.0,1.0,22.06880941602536
23,T. Müller,600000,65,69,31.0,20.0,55.0,50.0,63.0,39.0,65.0,68.0,1.0,22.3234495246718
29,R. Procházka,425000,65,65,44.0,26.0,61.0,58.0,62.0,61.0,56.0,58.0,1.0,23.04766681981956
33,A. Alvarez,325000,65,65,69.0,59.0,63.0,53.0,62.0,62.0,68.0,72.0,1.0,25.089415618372737
26,Alex Vallejo,575000,65,69,49.0,39.0,69.0,67.0,55.0,62.0,33.0,34.0,1.0,20.908782254413765
22,M. Pepić,750000,65,72,70.0,54.0,67.0,64.0,62.0,65.0,68.0,68.0,1.0,24.388824287852653
21,Matheus Jesus,825000,65,76,69.0,49.0,67.0,64.0,49.0,55.0,63.0,70.0,1.0,22.578089633318243
32,M. Gebers,300000,65,65,26.0,18.0,53.0,48.0,57.0,30.0,62.0,63.0,1.0,21.55952919873246
28,E. Pimentel,450000,65,65,38.0,34.0,59.0,49.0,56.0,31.0,63.0,61.0,1.0,25.089415618372737
24,A. Jackson-Hamel,725000,65,69,56.0,65.0,53.0,34.0,59.0,57.0,75.0,80.0,1.0,24.670411448932825
26,Paulito Zanon,475000,65,65,32.0,43.0,49.0,71.0,51.0,42.0,63.0,57.0,1.0,23.21578813236839
21,L. Amos,1200000,65,79,61.0,44.0,70.0,67.0,63.0,70.0,59.0,64.0,1.0,22.8071884715198
22,S. Gomez,850000,65,75,63.0,51.0,72.0,66.0,63.0,58.0,64.0,60.0,1.0,23.163458763520072
27,Omar Santana,575000,65,65,67.0,57.0,63.0,57.0,53.0,60.0,69.0,69.0,1.0,21.119365416762527
25,Y. M'Bone,600000,65,70,57.0,49.0,62.0,55.0,64.0,50.0,52.0,51.0,1.0,23.88491485798803
23,Salva Ruíz,600000,65,70,60.0,25.0,70.0,58.0,55.0,50.0,68.0,60.0,1.0,23.09188291845972
34,J. Deschamps,220000,65,65,7.0,20.0,25.0,45.0,55.0,62.0,41.0,48.0,1.0,23.04766681981956
20,F. Feuillassier,1200000,65,80,70.0,72.0,62.0,45.0,54.0,56.0,68.0,68.0,1.0,23.10120035714657
31,P. Haglund,475000,65,65,56.0,58.0,67.0,62.0,64.0,62.0,48.0,52.0,1.0,24.898143956541425
33,Henrique,325000,65,65,66.0,67.0,63.0,39.0,68.0,50.0,76.0,73.0,1.0,21.97519187937784
26,K. Hemmings,650000,65,66,63.0,61.0,57.0,43.0,57.0,63.0,75.0,71.0,1.0,22.6921237384052
31,P. Jerez,350000,65,65,55.0,21.0,62.0,52.0,53.0,37.0,60.0,60.0,1.0,24.54773565595517
20,W. Ponce,1100000,65,78,67.0,69.0,54.0,49.0,57.0,37.0,68.0,68.0,1.0,20.917869982518194
22,K. Ford,725000,65,74,39.0,29.0,50.0,27.0,48.0,34.0,64.0,71.0,1.0,23.73811679492984
35,R. Grzyb,130000,65,65,61.0,38.0,63.0,62.0,74.0,58.0,50.0,31.0,1.0,24.340963531183927
27,G. Gunning,450000,65,65,50.0,39.0,51.0,49.0,55.0,48.0,62.0,67.0,1.0,22.578089633318243
29,I. Šehić,425000,65,66,5.0,7.0,16.0,14.0,41.0,44.0,30.0,35.0,1.0,21.74137681608697
23,B. Potts,725000,65,70,63.0,64.0,66.0,58.0,56.0,69.0,72.0,66.0,1.0,22.97419646899049
38,A. Hughes,70000,65,65,43.0,34.0,52.0,47.0,52.0,41.0,22.0,26.0,2.0,20.89535552147065
25,J. Steer,525000,65,70,11.0,11.0,19.0,22.0,25.0,42.0,53.0,47.0,1.0,23.8547835567004
31,K. Sharahili,325000,65,65,15.0,12.0,30.0,20.0,56.0,67.0,40.0,45.0,1.0,24.898143956541425
22,J. Hamilton,775000,65,72,58.0,63.0,55.0,32.0,60.0,59.0,76.0,79.0,1.0,24.811366355966584
28,J. Reimerink,550000,65,65,67.0,48.0,60.0,63.0,62.0,60.0,84.0,76.0,1.0,22.953955935386794
23,C. Woodrow,775000,65,72,57.0,66.0,62.0,33.0,67.0,58.0,64.0,61.0,1.0,22.09108402055338
30,D. Georgievski,400000,65,65,61.0,54.0,63.0,59.0,62.0,55.0,72.0,72.0,1.0,23.66127181233954
26,L. Escalante,575000,65,65,67.0,64.0,61.0,48.0,64.0,61.0,76.0,70.0,1.0,24.777629991192043
20,K. Davis,950000,65,76,72.0,61.0,56.0,40.0,52.0,59.0,68.0,72.0,1.0,21.16342236306021
27,V. Morales,525000,65,67,46.0,20.0,40.0,41.0,58.0,31.0,51.0,68.0,1.0,24.248937386763664
26,M. Omoh,575000,65,65,74.0,54.0,52.0,43.0,66.0,57.0,93.0,87.0,1.0,24.14674705496963
19,N. Guerra,1000000,65,78,66.0,68.0,60.0,56.0,55.0,53.0,74.0,71.0,1.0,20.82649286090604
28,P. Schürpf,550000,65,65,59.0,67.0,65.0,63.0,63.0,55.0,73.0,70.0,1.0,22.87115685342481
32,C. Davies,425000,65,65,61.0,64.0,35.0,20.0,55.0,54.0,57.0,67.0,1.0,23.99275690357628
31,A. Keita,325000,65,65,9.0,6.0,22.0,15.0,55.0,52.0,20.0,23.0,1.0,21.761164815803955
20,I. Erquiaga,750000,65,75,67.0,48.0,63.0,61.0,53.0,41.0,78.0,76.0,1.0,19.928611285794
23,M. Abena,575000,65,69,57.0,30.0,63.0,56.0,65.0,37.0,67.0,73.0,1.0,21.74137681608697
24,Ham Seok Min,550000,65,72,13.0,19.0,26.0,33.0,36.0,28.0,42.0,44.0,1.0,21.98937731208796
27,D. Wheeler,575000,65,65,65.0,67.0,52.0,43.0,54.0,56.0,84.0,84.0,1.0,23.44031900982186
25,Fran García,550000,65,67,52.0,23.0,52.0,44.0,45.0,51.0,75.0,78.0,1.0,21.119365416762527
25,S. Sané,675000,65,67,61.0,63.0,50.0,29.0,63.0,36.0,70.0,76.0,1.0,24.38886373924853
35,M. Solís,130000,65,65,13.0,5.0,27.0,17.0,40.0,27.0,26.0,40.0,1.0,24.14674705496963
22,F. Pick,800000,65,73,69.0,52.0,60.0,54.0,47.0,45.0,88.0,85.0,1.0,21.83527610885617
22,D. Merelli,550000,65,71,14.0,8.0,36.0,34.0,50.0,37.0,28.0,25.0,1.0,22.06880941602536
36,Zhang Lie,70000,65,65,17.0,16.0,21.0,21.0,58.0,54.0,36.0,35.0,1.0,23.367157845426803
27,E. Šipović,500000,65,66,30.0,24.0,49.0,34.0,51.0,30.0,34.0,44.0,1.0,23.23945223184106
25,R. Miyaichi,675000,65,68,71.0,54.0,54.0,48.0,57.0,59.0,90.0,92.0,2.0,21.28396728367254
27,L. Burnet,450000,65,65,64.0,44.0,59.0,58.0,60.0,60.0,74.0,75.0,1.0,22.404001099142366
27,C. Bickel,575000,65,65,67.0,53.0,65.0,60.0,59.0,61.0,73.0,65.0,1.0,22.111268712333345
25,J. McCarthy,525000,65,70,12.0,17.0,27.0,16.0,45.0,18.0,35.0,34.0,1.0,22.623156357423824
20,T. Dekker,650000,65,72,53.0,22.0,62.0,58.0,66.0,53.0,75.0,71.0,1.0,23.31670573211317
18,S. Niakaté,1000000,65,81,31.0,25.0,50.0,46.0,54.0,35.0,67.0,70.0,1.0,22.778627907525948
21,D. Marcandella,850000,65,74,66.0,60.0,62.0,62.0,57.0,64.0,75.0,71.0,1.0,23.43648628395567
34,Park Won Jae,150000,65,65,45.0,24.0,58.0,53.0,62.0,65.0,67.0,86.0,1.0,22.421021220569155
24,N. Ioannidis,700000,65,68,66.0,60.0,53.0,47.0,61.0,53.0,64.0,74.0,1.0,22.578089633318243
21,A. Barylla,675000,65,73,59.0,55.0,60.0,57.0,58.0,54.0,74.0,69.0,1.0,23.66127181233954
26,J. González,575000,65,69,36.0,29.0,65.0,31.0,55.0,32.0,58.0,62.0,1.0,22.111268712333345
32,G. Treand,425000,65,65,62.0,64.0,68.0,60.0,54.0,62.0,62.0,66.0,1.0,23.37657736539963
26,E. Markkanen,650000,65,66,55.0,62.0,57.0,49.0,56.0,46.0,61.0,65.0,1.0,24.742881707365864
34,A. McCormack,160000,65,65,52.0,32.0,66.0,65.0,70.0,56.0,45.0,33.0,1.0,19.687407042370065
25,M. Firenze,650000,65,67,67.0,68.0,69.0,61.0,59.0,62.0,54.0,53.0,1.0,21.50233987908856
25,I. Maela,550000,65,67,66.0,31.0,31.0,26.0,68.0,41.0,71.0,67.0,1.0,23.474145989856407
23,L. Romo,675000,65,73,34.0,25.0,50.0,35.0,60.0,30.0,62.0,58.0,1.0,25.0804052682602
26,Peng Xinli,625000,65,66,66.0,57.0,66.0,62.0,60.0,69.0,82.0,82.0,1.0,20.20820635409789
28,J. Zwischenbrugger,450000,65,65,48.0,39.0,62.0,49.0,57.0,62.0,62.0,69.0,1.0,22.578089633318243
23,R. Taylor,750000,65,71,70.0,62.0,62.0,62.0,62.0,56.0,78.0,78.0,1.0,23.8547835567004
26,O. Clarke,575000,65,65,64.0,56.0,68.0,63.0,56.0,58.0,64.0,60.0,1.0,23.717173171355185
25,C. Cropper,500000,65,69,11.0,13.0,15.0,17.0,41.0,43.0,34.0,37.0,1.0,24.48387876184596
23,B. Garuccio,650000,65,72,68.0,46.0,62.0,66.0,62.0,62.0,79.0,83.0,1.0,22.74643517152081
20,M. Fofana,1100000,65,80,56.0,23.0,64.0,51.0,51.0,50.0,62.0,81.0,1.0,21.761164815803955
20,F. Beltrán,875000,65,75,65.0,51.0,68.0,66.0,66.0,67.0,70.0,74.0,1.0,24.286439105422588
18,J. Carranza,1100000,65,83,63.0,65.0,62.0,40.0,59.0,55.0,71.0,73.0,1.0,22.36012293284699
23,J. Arias,725000,65,70,62.0,67.0,57.0,32.0,54.0,50.0,55.0,67.0,1.0,21.98937731208796
25,D. Bergqvist,600000,65,69,53.0,23.0,56.0,64.0,55.0,53.0,50.0,59.0,1.0,25.339538174552462
23,J. Clarke-Harris,725000,65,70,61.0,63.0,33.0,29.0,45.0,34.0,77.0,78.0,1.0,21.28396728367254
24,Juan Cámara,725000,65,71,66.0,63.0,69.0,69.0,61.0,62.0,73.0,73.0,1.0,20.364161659451536
23,H. Da Campo,750000,65,71,63.0,64.0,62.0,53.0,49.0,66.0,69.0,73.0,1.0,22.74643517152081
23,R. Scheu,750000,65,71,59.0,56.0,59.0,55.0,60.0,57.0,84.0,85.0,1.0,23.37657736539963
24,G. Bigirimana,700000,65,69,63.0,49.0,66.0,67.0,74.0,62.0,72.0,72.0,1.0,23.87235798880749
35,E. Hajri,120000,65,65,62.0,52.0,62.0,60.0,61.0,57.0,63.0,58.0,1.0,20.908782254413765
33,M. Langer,270000,65,65,11.0,14.0,29.0,25.0,41.0,44.0,31.0,32.0,1.0,24.307777234119964
27,G. Allison,425000,65,66,15.0,10.0,29.0,29.0,45.0,28.0,38.0,33.0,1.0,24.74493837876565
26,S. Walker,475000,65,68,19.0,11.0,25.0,26.0,46.0,29.0,40.0,45.0,1.0,19.87584730354828
33,L. Olum,220000,65,65,48.0,49.0,63.0,62.0,50.0,50.0,46.0,42.0,1.0,23.48347668628339
38,C. Giraldo,70000,65,65,53.0,53.0,63.0,58.0,63.0,53.0,37.0,40.0,1.0,24.270881494421847
